id,region,name,res1,res2,res3,res4,res5,res6
242,boston,BISUTEKI JAPANESE STEAK HOUSE,107,525,128,461,667,38
243,boston,SEASIDE RESTAURANT,219,438,671,49,512,421
244,boston,CAPUCINO'S,565,134,642,17,334,222
245,boston,Noble House,61,308,146,58,392,642
246,boston,SALLY LING'S,601,665,509,281,121,349
247,boston,SAWASDEE,255,588,61,146,645,192
248,boston,ROWES WHARF RESTAURANT & CAFE,199,620,659,640,187,669
249,boston,Sorento's,15,633,594,478,482,350
250,boston,Venetian Gardens,17,673,654,642,565,134
251,boston,CAFE PROMENADE,293,298,262,667,41,191
252,boston,UNION OYSTER HOUSE,206,146,38,259,56,70
253,boston,Amsterdam's,20,606,238,297,184,248
254,boston,SAKURA-BANA,645,300,141,524,344,609
255,boston,Harvard Gardens,380,508,430,106,369,521
256,boston,CIRCLE PIZZA,333,380,398,541,562,480
257,boston,CITYSIDE,219,671,632,194,85,438
258,boston,Newtowne Grille,430,365,207,664,452,166
259,boston,Moka,675,272,558,561,243,94
260,boston,GREEN STREET GRILL,149,643,420,467,476,652
261,boston,TATSUKICHI,502,595,148,428,612,626
262,boston,RITZ CAFE,620,282,250,659,636,23
263,boston,Geoffrey's Cafe (fka Le Grande Cafe),275,599,442,334,493,247
264,boston,NAVONA,383,225,90,199,659,576
265,boston,CRICKET'S,219,60,512,49,421,109
266,boston,Gyosai,439,148,128,231,265,167
267,boston,CAFE SUISSE,206,298,422,667,41,293
268,boston,Tim's Tavern,541,166,497,131,318,106
269,boston,SEASONS,370,640,447,307,105,242
270,boston,29 NEWBURY,56,343,302,197,379,259
271,boston,ST. BOTOLPH,302,174,121,644,62,163
272,boston,Kyoto Japanese Steak House,619,587,240,91,231,149
273,boston,Boca Grande,480,648,583,666,359,0
274,boston,RAMA THAI,276,205,122,78,77,565
275,boston,Taiwan Restaurant,15,633,594,478,482,350
276,boston,Yelena,409,373,360,572,158,184
277,boston,GARDNER MUSEUM CAFE,369,505,293,106,427,645
278,boston,ACAPULCO,207,318,358,445,430,106
279,boston,TOP OF THE HUB,501,379,62,323,620,438
280,boston,CASA ROMERO,174,617,514,320,152,87
281,boston,Troyka,275,521,0,652,204,97
282,boston,Pagliuca's Restaurant,149,288,112,171,491,550
283,boston,BRANDY PETE'S,508,438,133,430,179,512
284,boston,Karoun,369,149,288,652,439,336
285,boston,MILL FALLS,501,669,307,21,586,206
286,boston,CAFE CHINA,80,284,78,210,547,652
287,boston,PENTIMENTO,369,288,652,521,438,275
288,boston,Blue Wave,409,360,454,373,352,647
289,boston,JONAH'S,546,667,584,70,608,635
290,boston,Paparazzi,191,621,148,402,534,565
291,boston,Pattaya (CLOSED),61,494,589,588,146,58
292,boston,SKIPJACK'S,408,643,438,70,146,546
293,boston,Iguana Cantina,93,449,324,656,675,74
294,boston,New House of Toy,427,579,176,567,380,106
295,boston,The Pushcart,565,17,134,233,432,642
296,boston,MAMMA MARIA,199,90,576,225,659,405
297,boston,CHEF CHOW'S HOUSE,565,427,386,642,134,42
298,boston,Black Goose (fka Oca Nera),527,534,52,262,652,635
299,boston,Bello Mondo,525,608,667,163,298,408
300,boston,SHALIMAR OF INDIA,101,55,338,570,565,288
301,boston,Marais,366,372,111,367,585,303
302,boston,Bombay Bistro,154,124,675,352,389,374
303,boston,Stars Ocean,133,529,129,398,311,380
304,boston,Du Barry,578,302,361,379,294,299
305,boston,MICHAEL'S WATERFRONT,70,163,148,121,349,38
306,boston,Azita,625,492,372,81,367,366
307,boston,Palmer's,595,241,364,406,103,62
308,boston,Pampas,675,490,124,526,515,136
309,boston,Claddagh,219,334,497,49,117,376
310,boston,Great Stuff,369,334,671,652,117,336
311,boston,Florentina Restaurant,675,490,124,526,515,136
312,boston,BERTUCCI'S BRICK OVEN PIZZERIA,275,599,442,334,493,247
313,boston,Ararat,385,511,381,530,594,333
314,boston,Taiwan Taste,275,173,668,633,276,387
315,boston,Seoul House,228,381,474,359,565,149
316,boston,VICTORIA STATION,219,512,133,109,221,227
317,boston,Amarin of Thailand,401,61,392,273,613,140
318,boston,WEYLU'S,134,64,642,61,546,133
319,boston,BARRETT'S ON BOSTON HARBOUR,361,146,70,206,332,61
320,boston,Medieval Manor,241,227,364,133,60,379
321,boston,P.A. SEAFOOD,480,427,70,215,534,131
322,boston,Zuma Tex-Mex Cafe,288,516,494,613,630,64
323,boston,Finally Michael's,148,38,507,608,186,14
324,boston,Massimino's,294,661,348,428,227,226
325,boston,Capital Grille,20,606,238,297,184,248
326,boston,D.R. Brown's,376,489,365,110,378,652
327,boston,B & D Deli,319,0,114,59,520,510
328,boston,Freestones,565,133,546,132,31,61
329,boston,SOL AZTECA,337,661,612,245,87,597
330,boston,Ports,116,603,659,620,199,447
331,boston,JASPER'S,627,370,105,640,187,636
332,boston,The Sevens,378,85,560,376,49,54
333,boston,BLUE DINER,369,616,496,521,505,430
334,boston,Da Natale,353,198,361,368,466,620
335,boston,CHANGSHO,427,509,61,64,33,369
336,boston,Cafe Florian (CLOSED),438,219,109,396,75,512
337,boston,Verona,134,565,17,642,652,42
338,boston,Cafe Louis,675,490,124,526,515,136
339,boston,GRENDEL'S DEN,28,378,234,219,671,252
340,boston,ELSIE'S,179,318,79,541,207,489
341,boston,Fajita Rita's,318,106,380,179,445,378
342,boston,Bull & Finch Pub,75,573,590,28,489,497
343,boston,Tuscan Grill,675,490,124,526,515,136
344,boston,ROKA,538,534,502,616,337,612
345,boston,BENNETT STREET CAFE,262,460,293,146,148,667
346,boston,Daddy O's Bohemian Cafe,366,372,111,367,585,303
347,boston,BIBA,603,105,370,627,620,199
348,boston,Barnacle,16,635,198,133,293,284
349,boston,ON THE PARK,146,4,343,245,133,660
350,boston,Cafe Fleuri,169,446,90,495,659,138
351,boston,Eastern Pier Seafood,180,360,374,93,367,625
352,boston,CAO PALACE,106,427,0,567,510,261
353,boston,NEIGHBORHOOD RESTAURANT,343,652,78,293,288,407
354,boston,Cantina Italiana,206,545,167,265,565,70
355,boston,Addis Red Sea,395,547,210,456,580,386
356,boston,SUNSET CAFE,591,565,80,631,34,518
357,boston,The Stockyard,49,17,331,421,512,323
358,boston,Peacock Restaurant,565,652,646,315,329,78
359,boston,MICHELA'S,644,576,223,90,659,405
360,boston,Bennigan's,219,291,378,92,252,49
361,boston,Bangkok Bistro,78,284,565,336,288,652
362,boston,Aku-Aku,234,452,113,438,110,425
363,boston,Pho Pasteur,583,616,480,19,496,44
364,boston,CORNUCOPIA,90,659,576,383,405,223
365,boston,JIMMY'S HARBORSIDE,163,70,308,281,305,38
366,boston,Bernard's,143,386,134,42,642,17
367,boston,FILIPPO RISTORANTE,161,163,121,162,644,349
368,boston,GRILL 23,90,644,636,10,603,164
369,boston,HAMERSLEY'S BISTRO,164,105,426,307,627,370
370,boston,TAPAS,608,222,167,565,91,265
371,boston,Eagle Brook Saloon,512,219,49,109,60,133
372,boston,IMPERIAL TEA HOUSE,398,166,369,333,334,493
373,boston,Union Street Cafe,438,219,323,565,439,512
374,boston,KEBAB-N-KURRY,216,427,166,156,228,237
375,boston,ROCCO'S,644,586,669,307,370,148
376,boston,J.C. HILLARY'S LTD.,565,219,555,17,396,652
377,boston,Sunset Grill & Tap,565,334,227,369,671,54
378,boston,Peking Garden,390,391,182,537,221,607
379,boston,LAST HURRAH,219,60,421,49,323,512
380,boston,Cambridge Sail Loft,453,343,16,13,612,613
381,boston,RISTORANTE TOSCANO,199,576,428,563,348,164
382,boston,Chili's,573,489,75,590,562,369
383,boston,FLASH IN THE PAN,127,229,661,164,175,364
384,boston,HUNGRY I,563,428,223,348,437,661
385,boston,SALTY DOG,60,512,219,227,109,671
386,boston,Amarin II,148,38,534,232,369,401
387,boston,KING & I,222,432,642,53,565,654
388,boston,GYUHAMA,502,595,245,38,626,148
389,boston,HAPPY HADDOCK,369,334,106,380,398,652
390,boston,JOYCE CHEN,134,642,17,64,221,9
391,boston,CIAOBELLA,148,259,56,621,52,612
392,boston,L'OSTERIA,643,337,496,205,588,212
393,boston,Johnny D's,531,219,331,92,363,227
394,boston,Oh Calcutta,55,101,570,338,326,165
395,boston,COTTONWOOD CAFE,644,371,1,2,394,289
396,boston,Shogun,498,221,17,483,471,537
397,boston,HARVARD STREET GRILL,127,428,469,503,164,293
398,boston,Bernardo's,265,667,584,439,167,432
399,boston,THAI HOUSE,588,638,401,66,645,205
400,boston,TGI FRIDAY'S,227,219,133,60,369,590
401,boston,Mimi's Chinese Grill,352,647,675,492,526,124
402,boston,MASS BAY COMPANY,460,550,410,70,38,277
403,boston,OLIVES,370,640,288,105,564,307
404,boston,Black Forest Cafe,221,498,623,607,219,483
405,boston,"SPORTS DEPOT, THE",378,227,671,133,219,318
406,boston,LUCIA'S RISTORANTE,174,302,584,553,332,534
407,boston,Sfuzzi,343,144,293,148,644,103
408,boston,La Espanola,496,652,288,643,333,133
409,boston,Casa Elena,316,565,631,80,194,395
410,boston,Scullers Grille,103,163,83,13,525,379
411,boston,Le Bellecoeur,379,62,661,126,130,174
412,boston,FIVE SEASONS,288,337,660,345,612,330
413,boston,Nicole,186,428,608,294,226,206
414,boston,EAST COAST GRILL,612,534,476,52,369,496
415,boston,TAKESHIMA,369,192,221,227,642,64
416,boston,"Winery, The (CLOSED)",29,197,323,60,56,259
417,boston,Portugalia,64,137,565,134,61,308
418,boston,Victoria Diner,133,565,334,134,78,397
419,boston,Casablanca Restaurant,366,372,111,367,585,303
420,boston,Jae's Cafe and Grill,455,6,257,558,499,600
421,boston,The Spaghetti Club,227,219,60,421,49,221
422,boston,G'VANNI'S,565,661,62,379,121,43
423,boston,La Summa,17,87,265,146,654,167
424,boston,MAISON ROBERT,659,576,90,223,620,199
425,boston,MIYAKO,300,287,311,88,150,115
426,boston,SANTARPIO'S PIZZA,380,5,106,398,117,252
427,boston,GIANNINO'S,293,379,343,46,126,121
428,boston,On the Square,90,405,669,603,659,586
429,boston,COPLEY'S,90,495,659,223,405,383
430,boston,Saraceno's,437,226,356,175,309,661
431,boston,CALLAHAN'S,109,49,546,227,323,512
432,boston,Cafe de Paris,234,252,573,28,113,75
433,boston,REBECCA'S,652,149,288,78,343,336
434,boston,Dockside,54,521,227,378,512,334
435,boston,JOE TECCE'S,565,408,17,397,315,146
436,boston,Mother Anna's,186,245,502,612,294,213
437,boston,PARKER'S,418,90,659,576,620,495
0,chicago,Moti Mahal,664,520,435,237,275,510
1,chicago,Village,239,586,137,222,545,148
2,chicago,Millrose Brewing Company,146,239,197,174,53,644
3,chicago,Dover Straits,335,543,174,38,146,239
4,chicago,Eat Your Hearts Out,516,119,146,613,546,342
5,chicago,Pizzeria Uno & Due,75,117,493,573,68,252
6,chicago,Trattoria Franco,600,184,272,136,585,637
7,chicago,Little Bucharest,134,109,565,80,65,222
8,chicago,Pattaya,205,79,590,157,333,269
9,chicago,House of Hunan,593,210,614,222,654,509
10,chicago,Morton's of Chicago,595,148,620,524,164,120
11,chicago,Jezebel,103,160,302,646,597,174
12,chicago,Capri,166,106,239,452,170,67
13,chicago,Don Roth's,146,281,543,516,24,148
14,chicago,Tucci Benucch,545,148,457,302,239,450
15,chicago,Rim Klong,276,22,504,140,633,652
16,chicago,Four Farthings Tavern & Grill,278,85,60,632,2,516
17,chicago,Skip's Other Place,565,146,53,642,397,61
18,chicago,Papa Milano,221,65,334,95,498,222
19,chicago,Gladys Luncheonette,407,652,671,508,529,318
20,chicago,Harry's Velvet Room,585,629,639,409,606,285
21,chicago,Jaxx,586,460,501,349,603,644
22,chicago,Bangkok Star,276,15,504,140,633,652
23,chicago,Cafe,285,1,197,52,60,620
24,chicago,Timbers Charhouse,146,543,507,2,239,174
25,chicago,El Jardin,512,54,438,75,85,207
26,chicago,Signature Room at the 95th,644,653,163,620,501,556
27,chicago,DINING ROOM,640,105,426,447,307,370
28,chicago,Hamburger Hamlet,75,227,489,671,452,378
29,chicago,Petros Dianna's,197,60,421,546,227,54
30,chicago,Waterfront,137,1,34,349,262,393
31,chicago,Walter's,597,659,563,348,649,437
32,chicago,Thai Touch,588,140,37,642,255,98
33,chicago,Silk Mandarin,509,571,4,263,382,417
34,chicago,Mambo Grill,591,137,222,399,30,523
35,chicago,L'Olive,181,449,184,492,94,637
36,chicago,Sukumvit Cafe,269,404,473,51,275,276
37,chicago,Little Spain,546,609,88,255,420,220
38,chicago,Shaw's Deerfield,349,148,174,146,239,70
39,chicago,Sylviano's,658,470,271,515,243,374
40,chicago,Rico's,545,148,450,239,332,302
41,chicago,Kennessey's Cypress,408,177,571,239,146,174
42,chicago,Jia's,143,284,555,652,474,134
43,chicago,Jilly's Cafe,174,597,514,146,226,103
44,chicago,Sarkis Grill,78,652,478,133,284,17
45,chicago,Shilla,481,221,391,431,65,390
46,chicago,I Tre Merli,148,262,595,349,650,586
47,chicago,Dionne's,123,283,659,357,242,199
48,chicago,Ristorante Italia,479,334,65,436,498,221
49,chicago,P.J. Clarke's,421,60,227,85,219,54
50,chicago,Houston's,34,542,16,298,61,262
51,chicago,Star of Siam,473,117,95,68,269,157
52,chicago,BISTRO 110,148,262,299,650,197,595
53,chicago,Bones,2,146,17,222,432,565
54,chicago,Goose Island Brewing Co.,421,632,60,378,197,671
55,chicago,Kanval Palace,570,338,101,631,431,642
56,chicago,Avanti Populo,457,612,148,259,213,197
57,chicago,Bella Vista,586,1,516,349,457,453
58,chicago,Mirabell,308,408,608,392,516,642
59,chicago,Ha Mien,582,251,510,442,435,235
60,chicago,Planet Hollywood,227,197,54,164,219,421
61,chicago,Mity Nice Grill,146,308,64,17,137,542
62,chicago,Yvette Wintergarden,379,163,653,644,601,501
63,chicago,ARUN'S,246,187,317,370,576,223
64,chicago,Original A-1 Border Beanery,227,137,61,488,349,222
65,chicago,Half Shell,493,207,222,80,284,591
66,chicago,Thai Classic,476,598,459,276,292,588
67,chicago,Red Apple,508,106,652,511,427,181
68,chicago,Edwardo's Natural Pizza,117,380,562,493,95,5
69,chicago,Toulouse on the Park,627,503,199,246,116,576
70,chicago,Old Barn,146,239,38,174,413,553
71,chicago,Happi Sushi,231,619,500,471,265,472
72,chicago,Villa Fiori,513,239,337,245,70,571
73,chicago,Shish Kabab House,136,35,74,181,455,637
74,chicago,Tre Kronor,455,73,549,637,154,180
75,chicago,Johnny Rockets,133,28,497,219,60,573
76,chicago,Public Landing,174,299,368,643,2,244
77,chicago,Charlie Beinlich's,652,78,397,478,146,448
78,chicago,Lou Mitchell's,652,336,288,333,131,496
79,chicago,Finkl's World Famous Deli,114,304,319,179,318,376
80,chicago,El Tipico,65,591,134,284,222,7
81,chicago,Strega Nona,492,184,585,236,136,366
82,chicago,Neon Greek Village,409,217,324,285,477,639
83,chicago,Mareva's,574,121,618,11,43,58
84,chicago,Topo Gigio at the Park,171,436,472,240,642,71
85,chicago,Daily Bar & Grill,378,421,54,278,632,16
86,chicago,Chicago Chop House,164,227,653,60,644,197
87,chicago,Russian Tea Time,174,302,137,148,1,239
88,chicago,Bacchanalia,609,37,115,420,98,407
89,chicago,Intimate China,129,255,428,459,662,66
90,chicago,Prairie,659,495,669,576,405,418
91,chicago,Binyon's,581,308,332,232,667,608
92,chicago,Los Magueyes,331,291,135,234,252,523
93,chicago,Uncle Julio's Hacienda,360,454,647,409,238,373
94,chicago,Clark Street Bistro,181,492,637,184,253,449
95,chicago,Bacino's,380,234,102,334,68,117
96,chicago,Heidelberger Fass,206,4,516,652,408,16
97,chicago,Chicago Pizza & Oven Grinder,562,68,493,95,652,334
98,chicago,Franco's Ristorante,88,420,37,147,565,642
99,chicago,Rio Latin Tapas,37,496,86,205,609,619
100,chicago,Gene & Georgetti,360,639,561,647,373,606
101,chicago,Raj Darbar,338,642,431,55,471,555
102,chicago,Carmen's,95,334,562,221,452,117
103,chicago,Pane Caldo,148,302,11,349,406,174
104,chicago,Suntory,644,586,21,501,161,603
105,chicago,AMBRIA,640,370,564,307,426,27
106,chicago,Russell's Barbecue,166,478,380,179,378,75
107,chicago,Saloon,461,653,469,349,524,554
108,chicago,Carlos & Carlos,209,11,13,534,506,239
109,chicago,Mi Casa Su Casa,512,25,134,334,421,207
110,chicago,Green Door Tavern,219,75,378,396,278,632
111,chicago,Taboo Bistro 'N' Bar,515,367,372,585,303,536
112,chicago,Fondue Stube,474,436,407,608,646,423
113,chicago,Mozart Cafe,671,632,438,207,489,512
114,chicago,Manny's Coffee Shop & Deli,79,304,319,318,78,351
115,chicago,Cafe Borgia,609,597,643,170,474,53
116,chicago,Nick's Fishmarket,620,576,199,603,418,120
117,chicago,Lou Malnati's Pizzeria,334,252,493,75,573,5
118,chicago,Julie Mai's Le Bistro,391,221,182,479,143,140
119,chicago,Jane's,16,4,516,474,527,438
120,chicago,Lawry's the Prime Rib,116,595,164,620,10,603
121,chicago,Relish,516,148,457,302,174,527
122,chicago,Lulu's,286,288,448,350,652,77
123,chicago,Wayside Manor,659,357,283,244,199,592
124,chicago,Shree,154,455,180,470,606,217
125,chicago,La Strada,26,653,62,501,551,163
126,chicago,Gypsy,148,349,130,379,586,450
127,chicago,Amourette,226,199,661,283,356,426
128,chicago,Benihana of Tokyo,161,667,107,422,346,148
129,chicago,Hong Min,207,519,304,445,529,252
130,chicago,Kinzie Street Chophouse,349,148,458,126,653,450
131,chicago,Cross-Rhodes,333,652,166,78,288,336
132,chicago,City Tavern,396,219,49,452,208,110
133,chicago,Ed Debevic's Short Orders Deluxe,227,60,75,573,546,137
134,chicago,Leona's Neighborhood Place,334,642,221,565,1,222
135,chicago,Las Fuentes,25,109,573,92,671,421
136,chicago,Vernon Park Tap,637,470,492,243,184,181
137,chicago,Greek Islands,222,488,60,432,1,399
138,chicago,Cote Rotie,174,244,659,412,644,225
139,chicago,King Wah,78,204,652,286,336,350
140,chicago,Rosded,143,134,673,276,32,642
141,chicago,Hatsuhana,161,595,162,178,159,163
142,chicago,Oceanique,356,563,127,283,226,348
143,chicago,Moon Palace,42,284,555,652,474,134
144,chicago,Le Bouchon,575,611,595,229,406,375
145,chicago,Harry G's Crab & Steak House,550,599,70,537,266,331
146,chicago,Southgate Cafe,239,2,543,174,516,1
147,chicago,Ristorante Agostino,88,244,463,466,98,189
148,chicago,MAGGIANO'S LITTLE ITALY,586,349,332,603,595,545
149,chicago,Fresh Starts,534,565,288,527,339,336
150,chicago,Kuni's,287,643,403,183,596,467
151,chicago,Trattoria Dinotto,148,262,545,239,349,1
152,chicago,Cafe du Midi,527,621,655,379,302,148
153,chicago,Eli's the Place for Steaks,524,164,602,653,162,86
154,chicago,Natraj,74,180,124,540,549,455
155,chicago,Il Fornaio,239,262,213,296,457,408
156,chicago,St. Germain Bakery-Cafe,78,288,137,652,369,166
157,chicago,Siam Square,51,75,234,376,473,205
158,chicago,Russian Palace,606,647,238,93,639,360
159,chicago,Klay Oven,162,595,178,141,203,465
160,chicago,La Paella,11,646,174,516,408,121
161,chicago,Honda,163,653,458,148,162,595
162,chicago,Shaw's Crab House & Blue Crab,595,653,603,163,349,524
163,chicago,Catch 35,653,595,162,644,349,603
164,chicago,GIBSONS BAR & STEAKHOUSE,644,60,86,595,197,227
165,chicago,Le Loup Cafe,474,284,119,522,516,431
166,chicago,Barry's Ribs & More,106,452,131,652,216,333
167,chicago,Grand and Wells Tap,148,450,545,1,432,222
168,chicago,TALLGRASS,199,246,116,307,620,242
169,chicago,Primavera,418,26,446,554,556,21
170,chicago,Trattoria Ginotto,239,314,545,478,543,262
171,chicago,Bruna's Ristorante,436,314,170,472,239,387
172,chicago,Costa d'Oro,603,116,556,576,602,349
173,chicago,Tien Tsin,474,115,210,53,565,284
174,chicago,Bistro Europa,239,146,545,302,349,649
175,chicago,Sage's,659,10,162,418,595,495
176,chicago,Mei Shung,579,427,0,520,237,275
177,chicago,Ceiling Zero,174,239,543,146,534,170
178,chicago,Lino's,595,163,162,603,148,524
179,chicago,Nookies Tree,318,489,508,378,106,75
180,chicago,El Dinamico Dallas,181,449,490,268,652,93
181,chicago,Staropolska,558,238,637,449,647,340
182,chicago,Grecian Taverna,118,221,391,140,555,642
183,chicago,Jack Gibbons Garden,643,170,444,609,76,70
184,chicago,Adagio,536,253,409,238,373,271
185,chicago,Thai 55th,106,166,562,269,280,473
186,chicago,Rosebud,148,612,364,608,213,239
187,chicago,MONTPARNASSE,199,246,242,307,564,659
188,chicago,Tavern in the Town,244,659,563,225,661,348
189,chicago,Cafe Spiaggia,223,463,466,120,244,636
190,chicago,La Bella Pasteria,239,148,534,262,545,151
191,chicago,Hubbard Street Grill,148,52,653,332,197,602
192,chicago,Walker Bros.,517,44,652,146,133,407
193,chicago,Mykonos,137,399,488,53,174,516
194,chicago,Estaloca,219,396,25,75,295,291
195,chicago,N.N. Smokehouse,253,328,184,324,572,477
196,chicago,Tra Via,186,612,337,239,534,52
197,chicago,Michael Jordan's,60,227,54,632,164,148
198,chicago,Mill Race Inn,1,460,2,586,148,146
199,chicago,LE VICHYSSOIS,307,620,242,246,116,564
200,chicago,Cy's Crab House,421,508,546,85,632,25
