,Name,Ingredients,Instructions,Image
49,Classic Mojito,"['6 mint leaves, plus additional for garnish', '1 ounce (2 tablespoons) lime juice', '1 ounce (2 tablespoons) simple syrup', '2 ounces (4 tablespoons) white rum', '2 to 4 ounces (½ cup) soda water']","['1. In a cocktail shaker, muddle the mint leaves. (Here’s how to muddle mint.)', '2. Add the lime juice, simple syrup, and rum. Fill the cocktail shaker with ice and shake until cold.', '3. Place ice into a glass, and strain in the liquid. Top off the glass with soda water. Garnish with additional mint leaves.', '4. Pitcher variation: Go to Mojito Pitcher recipe.']",https://www.acouplecooks.com/wp-content/uploads/2019/11/Mojito-Recipe-051.jpg
50,Finnish Long Drink,"['2 ounces* gin', '½ ounce lemon juice', '½ ounce unsweetened cranberry juice (optional)', '4 ounces grapefruit soda', 'Ice, for serving (try clear ice!)', 'Grapefruit wedge, for garnish']","['1. In an ice-filled highball glass, stir together the gin, lemon juice, and cranberry juice. Top with the grapefruit soda. Garnish with a grapefruit wedge, if desired.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/08/Finnish-Long-Drink-002.jpg
51,Beer Margarita,"['1 ½ ounces* tequila blanco or reposado*', '1 ounce Cointreau', '1 ounce fresh lime juice', '4 ounces chilled beer (lager for classic taste, hoppy IPA with citrus notes for something more interesting)', 'Ice, to serve', 'Garnish: lime wheel', 'Optional: kosher salt for salt rim']","['1. Optional: Cut a notch in a lime wedge, then run the lime around the rim of a glass. Dip the edge of the rim into a plate of flaky sea salt (or for a festive look, use our Margarita Salt).', '2. Add tequila, Cointreau and lime juice to the serving glass and stir to combine.', '3. Add ice and pour beer over top. Garnish with a lime wheel.']",https://www.acouplecooks.com/wp-content/uploads/2020/04/Beer-Margarita-006.jpg
52,Bourbon Sidecar,"['2 ounces (4 tablespoons) bourbon whiskey*', '1 ounce (2 tablespoons) Cointreau', '½ ounce (1 tablespoons) lemon juice', '1 teaspoon simple syrup', 'For the garnish: lemon twist or lemon peel']","['1. Place all ingredients in a cocktail shaker with a handful of ice and shake until cold.', '2. Strain the drink into a cocktail glass. Garnish with a lemon twist or orange twist.']",https://www.acouplecooks.com/wp-content/uploads/2020/05/Bourbon-Sidecar-002.jpg
53,Tequila and Ginger Ale,"['2 ounces (¼ cup) tequila reposado (or blanco*)', '4 ounces (½ cup) ginger ale', 'Ice, for serving (try clear ice)']","['1. Add the tequila and ice to a glass and stir to combine.', '2. Top with the ginger ale. Garnish with a lime wedge if desired (but it’s not needed for flavor!).\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/05/Tequila-and-Ginger-Ale-005.jpg
54,Apple Cider Mule,"['2 ounces (¼ cup) vodka', '2 ounces (¼ cup) apple cider', '½ ounce (1 tablespoon) fresh lime juice', '3 ounces (6 tablespoons) ginger beer', 'For the garnish: lime wedge, thyme sprig or apple slice, sprinkle of cinnamon']","['1. In a copper mug or glass, pour in the vodka, apple cider, and lime juice. Add the ginger beer.', '2. Add ice and garnish with a lime wedge and a thyme sprig or apple slice. If desired, sprinkle with a tiny hint of cinnamon. Serve immediately.']",https://www.acouplecooks.com/wp-content/uploads/2020/08/Apple-Cider-Mule-002.jpg
55,Casamigos Margarita,"['1 ½ ounces* Casamigos Tequila Reposado or Casamigos Tequila Blanco', '1 ounce Cointreau', '¾ ounce fresh lime juice', 'Kosher salt\xa0or flaky sea salt, for the rim', 'For the garnish: Lime wedge', 'Clear ice, for serving']","['1. Cut a notch in a lime wedge, then run the lime around the rim of a glass. Dip the edge of the rim into a plate of the salt.', '2. Place all ingredients in a cocktail shaker with 4 ice cubes and shake until cold.', '3. Strain the margarita into the glass with the salted rim. Fill the glass with clear ice and serve.', '4. Pitcher (8 servings): Place 1 ½ cups Casamigos tequila, 1 cup Cointreau or Triple Sec, and ¾ cup lime juice in a pitcher. Add 3 handfuls ice and stir until cold.']",https://www.acouplecooks.com/wp-content/uploads/2021/12/Casamigos-Margarita-007.jpg
56,La Louisiane Cocktail,"['2 ounces (4 tablespoons) rye whiskey', '1 ounces (2 tablespoons) sweet vermouth', '1 ounce (2 tablespoons)\xa0 Benedictine', '1 teaspoon absinthe', '3 dashes Peychaud’s bitters', 'For the garnish: Luxardo cherries']","['1. Add all ingredients to a cocktail mixing glass (or any other type of glass). Fill the mixing glass with 1 handful ice and stir continuously for 30 seconds until very cold.', '2. Strain the drink into a cocktail glass. Garnish with a Luxardo cherry.']",https://www.acouplecooks.com/wp-content/uploads/2020/08/La-Louisiane-Cocktail-003.jpg
57,Watermelon Mojito,"['6 mint leaves, plus additional for garnish', '½ cup chopped watermelon, plus more for garnish', '2 ounces* white rum', '1 ounce lime juice', '1 ounce simple syrup or maple syrup', '2 ounces soda water', 'Ice, for serving (try clear ice)']","['1. Chop the watermelon. In a cocktail shaker, muddle the mint leaves. Add the watermelon cubes and muddle again until they are turned into juice.', '2. Add the rum, lime juice and simple syrup and fill the cocktail shaker with ice. Shake until cold.', '3. Add ice to a glass, and strain in the drink. Top off the glass with soda water. Garnish with additional mint leaves and watermelon wedges.', '4. Pitcher variation (8 servings): Muddle 4 cups watermelon into a juice (or use 2 cups watermelon juice). Add to this Mojito Pitcher recipe, and garnish with additional watermelon slices.']",https://www.acouplecooks.com/wp-content/uploads/2021/07/Watermelon-Mojito-002.jpg
58,Vodka Sunrise,"['2 ounces* vodka', '4 ounces orange juice', '¾ ounce grenadine syrup (purchased or homemade)', 'Ice, for serving', 'For the garnish: Cocktail cherry, orange slice']","['1. Fill a highball glass with ice. Pour in the vodka and orange juice and stir.', '2. Pour the grenadine into center of the drink and it will sink to the bottom. Stir gently for the sunrise gradient effect.', '3. Garnish with an orange slice and cocktail cherry.']",https://www.acouplecooks.com/wp-content/uploads/2021/12/Vodka-Sunrise-001.jpg
59,Prosecco Cocktail,"['4 ounces (½ cup) Prosecco', '1 ounce (2 tablespoons) Grand Marnier', '1 teaspoon lemon juice', 'Garnish: orange twist']","['1. Add the Grand Marnier and lemon juice to a champagne flute and swirl to combine.', '2. Tilt the glass at an angle and pour in the Prosecco. Garnish with an orange twist.']",https://www.acouplecooks.com/wp-content/uploads/2020/04/Prosecco-Cocktail-003.jpg
60,Mary Pickford Cocktail,"['2 ounces* white rum', '1 ½ ounces pineapple juice', '1 teaspoon Maraschino liqueur', '2 teaspoons grenadine', 'For the garnish: Luxardo cherry']","['1. Place the rum, pineapple juice, Maraschino liqueur, and grenadine in a cocktail shaker. Add 2 handfuls of ice and shake until cold.', '2. Strain the drink into a cocktail glass. Garnish with a Luxardo cherry if desired.']",https://www.acouplecooks.com/wp-content/uploads/2021/04/Mary-Pickford-002.jpg
61,Dark and Stormy Cocktail,"['4 ounces (½ cup) ginger beer', '2 ounces (4 tablespoons) dark rum, traditionally Gosling’s Black Seal rum', '1 lime wedge', 'Ice, for serving (try clear ice!)']","['1. Fill a highball glass with ice and pour in the ginger beer.', '2. Pour the rum on top. Squeeze in the lime wedge. Stir gently, then serve.']",https://www.acouplecooks.com/wp-content/uploads/2020/08/Dark-and-Stormy-004.jpg
62,Classic Mudslide,"['1 ounce* vodka', '1 ounce coffee liqueur (like Kahlua)', '1 ½ ounces Irish cream (like Baileys)', '1 ½ ounces heavy cream (or 2 scoops vanilla ice cream and ½ cup ice*)', 'For the garnish: Shaved chocolate (optional), chocolate sauce for the rim (optional)']","['1. Classic Mudslide: If desired, spread the chocolate sauce on a plate and carefully dip in the cocktail glass rim. Place the vodka, coffee liqueur, Irish cream, and heavy cream in a cocktail shaker. Add 2 handfuls of ice and shake until cold. Strain the drink into a cocktail glass. Garnish with shaved chocolate if desired.\xa0', '2. Frozen Mudslide: Place the vodka, coffee liqueur, Irish cream, vanilla ice cream and ice in a blender. Blend until smooth and pour into a tall glass.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/01/Mudslide-008.jpg
63,Wisconsin Old Fashioned,"['1 sugar cube (1 teaspoon sugar)', '4 dashes Angostura bitters', '½ teaspoon water', '4 tablespoons (2 ounces) brandy', 'Topper: 1 splash of lemon lime soda (Sweet), sour mix or grapefruit soda (Sour), 50/50 lemon lime soda and soda water (Press), or soda water (Soda)', 'Ice, for serving (try clear ice)', 'For the garnish: Orange peel or slice, cocktail cherry, pickled mushrooms, olives or pickled Brussels sprouts']","['1. Place the sugar cube in a lowball glass and add the bitters. Add the water and mash and swirl it with a muddler or wooden spoon until the sugar is mostly dissolved.', '2. Add the brandy and swirl to combine. Add a large ice cube.', '3. Top off the glass with the desired topper (above). Garnish and serve.']",https://www.acouplecooks.com/wp-content/uploads/2020/06/Wisconsin-Old-Fashioned-053.jpg
64,Pimm’s Cup,"['2 cucumber slices', '2 ounces (4 tablespoons) Pimm’s No 1', '4 ounces (½ cup) sparkling lemonade (purchased or homemade), ginger beer or ginger ale', '½ ounce (1 tablespoon) lemon juice, optional*', 'For the garnish: more cucumber slices, lemon wedge, fresh mint']","['1. Place a cucumber slice in the bottom of a mixing glass and muddle it several times.', '2. Add the Pimms No 1 and a handful of ice. Stir until cold, then strain into an ice-filled highball glass.', '3. Top with the sparkling lemonade or ginger beer. Garnish with a lemon wedge, mint leaves and additional cucumber slices.']",https://www.acouplecooks.com/wp-content/uploads/2020/08/Pimms-Cup-005.jpg
65,Classic Chelada,"['12 ounce Mexican lager beer', '1 ounce (2 tablespoons) lime juice', '1 pinch salt', 'Ice, for serving (try clear ice)', 'For the rim: 1 tablespoon each fine sea salt and Old Bay (or tajin)']","['1. On a plate, mix the Old Bay and salt and spread it into an even layer. Cut a notch in a lime wedge, then run the lime around the rim of a glass. Dip the edge of the rim into a plate of salt.', '2. Add the lime juice and pinch of salt to the beer glass. Fill the glass with ice and pour in the beer. Stir gently and serve.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/01/Chelada-001.jpg
66,Blood Orange Martini,"['2 ounces (¼ cup) blood orange juice', '1 ½ ounces (3 tablespoons) vodka', '½ ounce (1 tablespoon) Cointreau', '½ ounce (1 tablespoon) lime juice', '1 teaspoon simple syrup or maple syrup', '2 dashes orange bitters (optional)']","['1. Place the blood orange juice, vodka, Cointreau, lime juice, syrup, and bitters (optional) in a cocktail shaker with ice. Shake 15 seconds until cold.', '2. Strain the drink into a cocktail or martini glass. Garnish with a blood orange wedge and serve.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/01/Blood-Orange-Martini-006.jpg
67,Prickly Pear Margarita,"['1 ½ ounces* tequila blanco', '1 ounce Cointreau', '1 ounce lime juice', '½ ounce prickly pear syrup', 'Kosher salt, for the rim', 'Ice, for serving (try clear ice)']","['1. Cut a notch in a lime wedge, then run the lime around the rim of a glass. Dip the edge of the rim into a plate of salt (or for a festive look, use Margarita Salt).', '2. Single drink: Place all ingredients in a cocktail shaker and fill it with ice. Shake until cold. Strain the margarita into the glass with the salted rim. Fill the glass with ice and serve.', '3. Pitcher (8 servings): Place 1 ½ cups tequila, 1 cup Cointreau, 1 cup lime juice, and ½ cup prickly pear syrup in a pitcher. Add 3 handfuls ice and stir until cold.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/04/Prickly-Pear-Margarita-004.jpg
68,Chocolatini,"['2 ounces* Irish cream (like Baileys)', '1 ounce creme de cacao', '1 ounce vodka', 'Cocoa powder and brown sugar, for the rim (optional)', 'Chocolate syrup (optional)', 'Grated chocolate, for the garnish (optional)']","['1. Prepare the glass: Wet the rim of a martini glass. Spread 1 tablespoon each cocoa powder and brown sugar on a plate, stir them together and spread into a single layer. Dip the outside of the rim of the glass into the plate. If desired, pour a swirl of chocolate syrup into the martini glass.', '2. Add the Irish cream, creme de cacao and vodka to a cocktail shaker. Fill it with 2 handfuls of ice and shake it until cold.', '3. Strain the drink into the prepared glass. If desired, garnish with grated chocolate.']",https://www.acouplecooks.com/wp-content/uploads/2022/02/Chocolatini-003.jpg
69,Baileys Hot Chocolate,"['3 tablespoons cocoa powder*', '2 cups 2% milk', '3 tablespoons sugar', '¼ teaspoon vanilla extract', '1 pinch cinnamon', '¼ cup (1 ½ ounces) semisweet or dark chocolate chips (optional but recommended)', '2 ounces (¼ cup) Baileys Irish Cream', 'Whipped cream, optional']","['1. Place a saucepan over medium heat. Add the cocoa powder and ¼ cup of the milk and whisk until the cocoa powder is mostly integrated. Whisk in the remaining milk until smooth. Add the remaining ingredients and heat over medium heat until the chocolate is melted, about 2 minutes. Do not boil.', '2. Stir in the Baileys. Serve immediately, garnished with whipped cream or marshmallows.']",https://www.acouplecooks.com/wp-content/uploads/2021/08/Baileys-Hot-Chocolate-004.jpg
70,Apple Cider and Whiskey,"['3 ounces* apple cider', '1 ½ ounces whiskey (rye, blended Scotch, Tennessee, Canadian, bourbon, or Fireball)', 'Orange wheel', 'Ice, to serve (try clear ice!)', '½ teaspoon\xa0whole cloves', '3\xa0cinnamon sticks', '6 cups\xa0apple cider', '1 cup whiskey']","['1. For the lowball cocktail: Stir together the apple cider and whiskey in a lowball glass. Garnish with an orange wheel.', '2. For the spiked hot cider: Combine the cloves, cinnamon sticks, and apple cider in a medium pot. Warm over low heat for 30 minutes. Skim off any particulate that forms.Stir in the whiskey. If desired, garnish with orange slices and whole cranberries. Ladle into mugs and enjoy.']",https://www.acouplecooks.com/wp-content/uploads/2021/09/Apple-Cider-and-Whiskey-010.jpg
71,Vodka Cranberry Cocktail,"['1 ounce (2 tablespoons) vodka', '3 ounces (6 tablespoons) 100% unsweetened cranberry juice (do not use sweetened!)', '1 teaspoon maple syrup or simple syrup*', '1 lime wedge']","['1. Fill a glass with crushed ice. Pour in the vodka, cranberry juice and syrup and stir with bar spoon.', '2. Squeeze the lime wedge on top, then add it to the drink as a garnish.']",https://www.acouplecooks.com/wp-content/uploads/2019/12/Vodka-Cranberry-001.jpg
